ID,roi_c_min,roi_c_max,roi_r_min,roi_r_max,roi_length
1127989,69,153,17,101,53
1128318,68,146,23,101,49
1128571,71,151,20,100,51
1128836,67,145,42,120,49
1129014,66,155,25,114,56
1129124,69,153,21,105,53
1129181,71,160,28,117,56
1129637,67,156,13,102,56
1129679,75,166,26,117,58
1129698,61,160,21,120,62
1130148,63,152,34,123,56
1130574,60,151,25,116,58
1130580,62,141,25,104,50
1130708,60,151,31,122,58
1131062,64,143,40,119,50
1131095,60,150,23,113,57
1131113,64,149,13,98,54
1131363,66,156,10,100,57
1131380,59,154,22,117,60
1131499,71,151,21,101,51
1131544,69,138,52,121,44
1131919,68,146,44,122,49
1132329,71,154,28,111,52
1132396,61,155,30,124,59
1132603,70,144,23,97,47
1132644,51,146,22,117,60
1132748,68,156,23,111,55
1132927,66,156,21,111,57
1132971,59,150,34,125,58
1132994,68,151,33,116,52
1133190,69,152,23,106,52
1133212,74,143,16,85,44
1133285,71,151,23,103,51
1133519,69,157,30,118,55
1133614,66,151,31,116,54
1133686,63,159,33,129,61
1134087,67,158,23,114,58
1134115,68,147,29,108,50
1134173,64,164,10,110,63
1134246,71,146,28,103,48
1134570,64,154,31,121,57
1134584,66,160,17,111,59
1134674,69,144,35,110,48
1134726,68,162,8,102,59
1134778,68,151,21,104,52
1135078,73,148,47,122,48
1135165,47,152,38,143,66
1135254,61,151,19,109,57
1135287,59,154,25,120,60
1135318,67,158,25,116,58
1135333,67,152,32,117,54
1135790,69,138,41,110,44
1135845,58,153,28,123,60
1135874,63,148,25,110,54
1136035,74,164,27,117,57
1136044,65,165,26,126,63
1136402,57,147,34,124,57
1136586,69,147,23,101,49
1136660,69,153,19,103,53
1136813,65,169,5,109,65
1136916,60,148,42,130,55
1136943,71,159,22,110,55
1137039,74,149,34,109,48
1137071,65,156,25,116,58
1137295,71,154,37,120,52
1137390,63,157,19,113,59
1137401,67,142,47,122,48
1137718,60,149,34,123,56
1137792,69,153,28,112,53
1137879,70,145,37,112,48
1137969,75,159,38,122,53
1138228,52,152,35,135,63
1138289,61,149,27,115,55
1138359,61,152,34,125,58
1138437,72,151,32,111,50
1138596,62,157,11,106,60
1138699,69,157,24,112,55
1138724,68,147,15,94,50
1138819,66,151,32,117,54
1138848,72,151,26,105,50
1138893,69,153,23,107,53
1138949,60,145,34,119,54
1139079,60,151,39,130,58
1139301,68,153,17,102,54
1139354,67,162,17,112,60
1139458,73,141,36,104,43
1139546,64,159,17,112,60
1139569,61,155,24,118,59
1139841,67,163,7,103,61
1140046,62,152,39,129,57
1140162,59,150,31,122,58
1140302,59,155,36,132,61
1140603,58,162,11,115,65
1141115,67,147,20,100,51
1141398,60,165,18,123,66
1141707,71,151,24,104,51
1141783,68,156,30,118,55
1141995,69,143,39,113,47
1142220,71,144,22,95,46
1142243,62,146,38,122,53
1142403,66,151,22,107,54
1142777,62,157,17,112,60
1142910,71,161,19,109,57
1143170,62,153,34,125,58
1143192,63,159,21,117,61
1143306,69,159,31,121,57
1143327,66,155,32,121,56
1143508,58,141,43,126,52
1144146,63,152,15,104,56
1144197,68,147,29,108,50
1144231,59,154,22,117,60
1144322,69,152,38,121,52
1144345,54,148,16,110,59
1144572,61,156,11,106,60
1144590,61,160,26,125,62
1144682,62,147,37,122,54
1144768,68,157,29,118,56
1144785,66,155,38,127,56
1144818,66,155,29,118,56
1145039,67,156,11,100,56
1145040,63,152,18,107,56
1145303,54,170,30,146,73
1145389,73,146,64,137,46
1145448,71,161,23,113,57
1145534,72,146,36,110,47
1145673,63,162,20,119,62
1145696,76,144,32,100,43
1145705,73,151,49,127,49
1146018,68,151,30,113,52
1146400,66,149,21,104,52
1146829,73,151,20,98,49
1146945,66,156,18,108,57
1147042,64,149,20,105,54
1147116,74,146,23,95,45
1147225,72,135,26,89,40
1147568,66,156,23,113,57
1147571,71,149,44,122,49
1147652,66,146,36,116,51
1147728,67,146,24,103,50
1147767,66,156,21,111,57
1147964,69,147,19,97,49
1147973,72,141,36,105,44
1148155,66,146,46,126,51
1148348,64,159,29,124,60
1148445,72,146,30,104,47
1148575,63,152,24,113,56
1148640,69,138,60,129,44
1148788,66,154,24,112,55
1148895,63,162,15,114,62
1148928,66,154,11,99,55
1148935,69,138,25,94,44
1149127,66,154,15,103,55
1149185,67,152,32,117,54
1149451,66,149,32,115,52
1149655,55,155,16,116,63
1150028,72,151,18,97,50
1150371,66,155,32,121,56
1150394,69,143,32,106,47
1150488,64,143,36,115,50
1150632,64,152,20,108,55
1150951,62,152,26,116,57
1151106,62,158,22,118,61
1151235,74,154,12,92,51
1151314,76,154,25,103,49
1151341,76,144,32,100,43
1151362,65,156,31,122,58
1151529,71,151,16,96,51
1151547,74,149,42,117,48
1151634,64,154,24,114,57
1151699,71,156,31,116,54
1151876,72,156,10,94,53
1152117,68,151,31,114,52
1152122,50,149,17,116,62
1152344,74,146,27,99,45
1152389,71,160,29,118,56
1152425,73,151,45,123,49
1152507,68,153,22,107,54
1152583,61,152,38,129,58
1152599,66,146,29,109,51
1152749,70,161,9,100,58
1152913,71,144,33,106,46
1152969,65,137,48,120,45
1153019,62,146,31,115,53
1153048,63,167,15,119,65
1153054,67,152,32,117,54
1153549,68,151,20,103,52
1153557,73,141,35,103,43
1153872,66,149,36,119,52
1153908,66,151,31,116,54
1153930,71,151,22,102,51
1153977,63,162,20,119,62
1154005,65,159,22,116,59
1154268,63,151,21,109,55
1154475,67,147,35,115,51
1154587,73,145,43,115,45
1154641,69,154,14,99,54
1154716,69,147,52,130,49
1154896,71,146,25,100,48
1155319,59,144,39,124,54
1155332,70,148,46,124,49
1155480,58,159,21,122,64
1155823,64,154,25,115,57
1155859,66,140,34,108,47
1155903,64,147,24,107,52
1155990,65,143,33,111,49
1156369,69,148,31,110,50
1156444,66,156,21,111,57
1156708,72,156,10,94,53
1156983,66,156,27,117,57
1157081,68,151,20,103,52
1157582,66,155,24,113,56
1157628,66,146,42,122,51
1157748,69,153,30,114,53
1157754,60,156,31,127,61
1158008,67,156,13,102,56
1158175,63,148,17,102,54
1158264,68,147,18,97,50
1158380,66,167,14,115,64
1158410,64,152,40,128,55
1158478,72,141,42,111,44
1158528,67,157,24,114,57
1158556,72,139,52,119,42
1158771,62,147,30,115,54
1158976,77,146,36,105,44
1159061,61,162,17,118,64
1159116,64,149,28,113,54
1159143,61,160,21,120,62
1159293,61,161,19,119,63
1159370,71,151,32,112,51
1160076,69,154,31,116,54
1160087,60,154,29,123,59
1160252,61,149,35,123,55
1160275,64,144,42,122,51
1160726,55,154,36,135,62
1160799,65,156,32,123,58
1160828,61,157,18,114,61
1160835,66,154,9,97,55
1160930,69,147,35,113,49
1161034,71,140,24,93,44
1161287,73,151,20,98,49
1161305,69,153,25,109,53
1161408,70,145,31,106,48
1161430,65,156,14,105,58
1161527,74,148,22,96,47
1161646,71,149,26,104,49
1161735,68,148,27,107,51
1161836,62,156,39,133,59
1161874,64,164,30,130,63
1161950,64,149,24,109,54
1162107,69,147,41,119,49
1162178,69,147,43,121,49
1162671,66,154,35,123,55
1162764,70,145,28,103,48
1162773,74,152,26,104,49
1162967,67,156,14,103,56
1163017,66,170,10,114,65
1163036,74,146,23,95,45
1163045,71,143,24,96,45
1163091,68,147,43,122,50
1163203,66,154,25,113,55
1163228,69,159,17,107,57
1163451,61,152,21,112,58
1163699,64,143,44,123,50
1163832,56,145,46,135,56
1163848,64,159,24,119,60
1164176,73,151,27,105,49
1164618,67,156,10,99,56
1164741,68,152,31,115,53
1164786,64,142,44,122,49
1164827,63,151,22,110,55
1164840,64,148,28,112,53
1165100,63,143,46,126,51
1165169,66,146,37,117,51
1165181,68,151,19,102,52
1165572,9,179,17,187,107
1165590,71,143,35,107,45
1165616,66,157,39,130,58
1165785,66,151,23,108,54
1165857,64,147,26,109,52
1166335,68,151,24,107,52
1166526,70,161,17,108,58
1166555,67,145,46,124,49
1166615,66,155,29,118,56
1166820,63,152,21,110,56
1166969,70,145,18,93,48
1167044,67,146,38,117,50
1167166,69,154,21,106,54
1167242,66,161,10,105,60
1167429,54,155,15,116,64
1167562,62,145,48,131,52
1167577,62,153,26,117,58
1167846,61,139,62,140,49
1167875,60,149,38,127,56
1168084,64,159,18,113,60
1168519,64,139,57,132,48
1168576,63,164,10,111,64
1168593,61,144,37,120,52
1168704,62,140,33,111,49
1168850,70,145,35,110,48
1169130,58,152,30,124,59
1169315,71,150,21,100,50
1169396,72,146,23,97,47
1169418,69,152,17,100,52
1169667,68,151,14,97,52
1169826,67,156,32,121,56
1169878,62,153,20,111,58
1170033,66,146,41,121,51
1170084,70,143,51,124,46
1170190,73,151,16,94,49
1170452,71,161,7,97,57
1170497,64,149,32,117,54
1170554,67,152,28,113,54
1170587,62,172,23,133,69
1170765,72,150,44,122,49
1170802,46,163,33,150,74
1170917,52,151,19,118,62
1170991,72,144,48,120,45
1171004,59,148,36,125,56
1171110,64,154,20,110,57
1171458,61,149,26,114,55
1171575,61,150,38,127,56
1171877,56,144,40,128,55
1172198,51,140,36,125,56
1172477,69,147,30,108,49
1172540,64,159,23,118,60
1172638,51,155,31,135,65
1172789,70,145,26,101,48
1172790,53,170,7,124,74
1172891,71,149,40,118,49
1172947,74,148,29,103,47
1173030,67,162,13,108,60
1173138,68,151,37,120,52
1173317,64,149,28,113,54
1173499,56,141,32,117,54
1173567,55,150,28,123,60
1173753,77,146,35,104,44
1173805,65,156,29,120,58
1173821,53,148,31,126,60
1174056,69,149,31,111,51
1174121,71,151,12,92,51
1174234,66,140,21,95,47
1174261,68,141,47,120,46
1174299,67,158,22,113,58
1174394,66,156,26,116,57
1174508,71,154,10,93,52
1174514,69,142,41,114,46
1174687,69,157,1,89,55
1174982,70,145,29,104,48
1175045,61,136,21,96,48
1175140,66,150,51,135,53
1175290,71,151,15,95,51
1175330,68,151,51,134,52
1175437,63,146,44,127,52
1175529,65,154,34,123,56
1175678,66,160,18,112,59
1175699,63,152,16,105,56
1175781,61,162,9,110,64
1175801,67,141,45,119,47
1175876,66,149,39,122,52
1175893,63,169,14,120,67
1176000,64,147,26,109,52
1176075,58,149,44,135,58
1176263,71,161,17,107,57
1176364,78,153,29,104,48
1176516,65,149,25,109,53
1176953,71,149,25,103,49
1177088,54,139,39,124,54
1177490,66,154,20,108,55
1177618,69,147,24,102,49
1177649,75,144,24,93,44
1177910,63,163,23,123,63
1177955,66,157,28,119,58
1177961,59,142,39,122,52
1178320,66,156,22,112,57
1178337,73,140,52,119,42
1178742,66,151,21,106,54
1179303,71,159,29,117,55
1179356,67,158,21,112,58
1179733,74,143,32,101,44
1179865,69,154,19,104,54
1180062,66,140,42,116,47
1180113,69,143,33,107,47
1180124,68,162,19,113,59
1180336,64,147,38,121,52
1180363,54,144,23,113,57
1180478,69,149,36,116,51
1180503,70,153,39,122,52
1180706,62,158,14,110,61
1180740,72,156,7,91,53
1180768,71,165,15,109,59
1180849,66,157,21,112,58
1180866,66,156,26,116,57
1180892,58,148,43,133,57
1180993,69,136,13,80,42
1181068,61,160,9,108,62
1181158,65,149,36,120,53
1181174,59,148,39,128,56
1181180,56,145,38,127,56
1181311,59,148,34,123,56
1181432,62,151,20,109,56
1181757,60,160,24,124,63
1181784,66,154,31,119,55
1181898,60,138,51,129,49
1182074,79,147,49,117,43
1182139,74,148,29,103,47
1182341,63,143,41,121,51
1182359,66,145,46,125,50
1182531,57,169,20,132,71
1182564,66,167,4,105,64
1182921,61,152,37,128,58
1182957,66,155,41,130,56
1183110,66,167,9,110,64
1183376,68,141,38,111,46
1183409,66,151,19,104,54
1183538,64,137,51,124,46
1183627,68,146,43,121,49
1183895,62,153,17,108,58
1183911,69,144,37,112,48
1184108,71,154,36,119,52
1184130,69,152,33,116,52
1184209,47,158,16,127,70
1184245,67,141,29,103,47
1184635,69,152,20,103,52
1184787,62,146,41,125,53
1184855,61,161,23,123,63
1184940,62,153,14,105,58
1184968,74,143,27,96,44
1185196,58,152,38,132,59
1185224,71,151,26,106,51
1185281,76,145,22,91,44
1185320,56,146,28,118,57
1185742,66,156,21,111,57
1185761,69,159,22,112,57
1185828,65,159,30,124,59
1185867,71,161,25,115,57
1186042,68,156,26,114,55
1186116,71,151,21,101,51
1186151,64,154,32,122,57
1186254,65,155,23,113,57
1186305,36,184,9,157,93
1186321,68,151,28,111,52
1186366,69,153,39,123,53
1186459,63,152,31,120,56
1186539,69,148,29,108,50
1186675,68,151,15,98,52
1186767,66,155,28,117,56
1186996,61,151,21,111,57
1187190,62,157,19,114,60
1187307,75,164,28,117,56
1187497,68,152,39,123,53
1187686,66,154,30,118,55
1187782,69,159,20,110,57
1187888,66,150,49,133,53
1187909,67,158,17,108,58
1187936,63,164,23,124,64
1187980,73,156,33,116,52
1188089,60,145,34,119,54
1188261,64,144,23,103,51
1188327,62,146,38,122,53
1188339,73,148,50,125,48
1188473,61,167,12,118,67
1188601,64,149,23,108,54
1189002,69,152,45,128,52
1189132,62,157,23,118,60
1189313,70,145,31,106,48
1189352,66,151,35,120,54
1189741,67,157,22,112,57
1190016,56,146,40,130,57
1190082,68,156,27,115,55
1190178,66,141,26,101,48
1190319,57,148,42,133,58
1190685,72,136,39,103,41
1190750,73,151,31,109,49
1190788,63,151,35,123,55
1190886,69,159,23,113,57
1190944,76,144,27,95,43
1190990,66,160,40,134,59
1191279,63,157,12,106,59
1191381,66,151,28,113,54
1191444,68,140,48,120,45
1191456,69,153,19,103,53
1191666,65,159,29,123,59
1191714,60,160,22,122,63
1191741,65,156,27,118,58
1191827,66,161,22,117,60
1191978,67,152,34,119,54
1191999,70,145,38,113,48
1192025,66,162,20,116,61
1192129,68,143,49,124,48
1192147,73,146,35,108,46
1192173,62,147,27,112,54
1192316,66,156,22,112,57
1192803,66,141,47,122,48
1192844,55,149,24,118,59
1192914,67,152,30,115,54
1193174,63,152,27,116,56
1193432,74,147,23,96,46
1193561,72,151,61,140,50
1193898,75,160,61,146,54
1194151,74,143,37,106,44
1194276,58,136,33,111,49
1194477,60,160,18,118,63
1194540,71,154,27,110,52
1194568,56,144,35,123,55
1194836,67,146,33,112,50
1194931,67,141,35,109,47
1195261,74,154,32,112,51
1195385,69,148,20,99,50
1195394,61,152,29,120,58
1195800,65,159,27,121,59
1195824,60,155,29,124,60
1195965,66,160,18,112,59
1196531,58,152,16,110,59
1196683,66,146,30,110,51
1196700,69,147,34,112,49
1196887,72,152,46,126,51
1196966,65,140,27,102,48
1196992,66,151,47,132,54
1197014,64,149,28,113,54
1197426,69,152,12,95,52
1197706,74,152,32,110,49
1198052,64,148,22,106,53
1198108,71,140,27,96,44
1198114,65,143,36,114,49
1198159,64,158,27,121,59
1198222,63,146,27,110,52
1198470,65,148,31,114,52
1198603,65,145,37,117,51
1198611,63,152,27,116,56
1199070,71,146,40,115,48
1199310,67,142,35,110,48
1199501,61,144,47,130,52
1199560,69,141,42,114,45
1199623,69,148,28,107,50
1199917,65,159,19,113,59
1199963,66,140,25,99,47
1200017,67,158,8,99,58
1200036,69,154,22,107,54
1200359,67,152,22,107,54
1200498,71,149,11,89,49
1200502,69,175,10,116,67
1200642,67,147,54,134,51
1200746,60,144,36,120,53
1200781,73,151,22,100,49
1200984,67,145,28,106,49
1200992,69,147,16,94,49
1201177,66,154,22,110,55
1201551,66,146,57,137,51
1201611,70,145,30,105,48
1201719,66,160,20,114,59
1201834,62,152,37,127,57
1201906,69,152,34,117,52
1202229,58,157,26,125,62
1202461,71,159,29,117,55
1202478,72,151,25,104,50
1202503,65,165,14,114,63
1202572,72,146,30,104,47
1202590,61,160,17,116,62
1202651,61,155,20,114,59
1202740,66,156,59,149,57
1202925,71,139,36,104,43
1203232,67,146,28,107,50
1203459,66,156,7,97,57
1203756,68,147,31,110,50
1204071,63,157,28,122,59
1204389,56,150,34,128,59
1204454,59,149,25,115,57
1204460,63,151,26,114,55
1204705,69,152,32,115,52
1204938,62,134,33,105,45
1205400,64,159,18,113,60
1205501,72,139,43,110,42
1205614,66,154,24,112,55
1205936,63,157,33,127,59
1205963,62,153,23,114,58
1206142,61,136,42,117,48
1206155,71,159,8,96,55
1206178,71,151,16,96,51
1206266,56,139,23,106,52
1206292,69,157,25,113,55
1206480,73,147,38,112,47
1206491,66,145,46,125,50
1206685,68,151,33,116,52
1206729,59,160,21,122,64
1207025,67,162,10,105,60
1207131,71,144,31,104,46
1207196,73,135,31,93,39
1207468,52,153,29,130,64
1207549,79,146,49,116,42
1207726,68,156,21,109,55
1207761,76,144,23,91,43
1207914,71,151,30,110,51
1207930,48,144,38,134,61
1208204,66,151,33,118,54
1208313,70,144,40,114,47
1208324,68,147,44,123,50
1208435,68,151,30,113,52
1208708,74,143,24,93,44
1209044,63,146,31,114,52
1209105,69,154,28,113,54
1209207,71,143,35,107,45
1209255,66,155,24,113,56
1209368,67,150,39,122,52
1209632,70,145,25,100,48
1209717,58,148,40,130,57
1209838,67,152,21,106,54
1210054,66,151,43,128,54
1210093,65,156,21,112,58
1210636,69,152,13,96,52
1210726,69,157,17,105,55
1210755,62,151,39,128,56
1210844,61,145,29,113,53
1210995,68,162,8,102,59
1211260,73,157,28,112,53
1211287,58,164,18,124,67
1211568,72,156,25,109,53
1211858,69,154,35,120,54
1211874,67,147,24,104,51
1211996,66,151,17,102,54
1212110,66,146,36,116,51
1212161,64,144,39,119,51
1212266,68,156,26,114,55
1212292,72,151,28,107,50
1212319,68,156,15,103,55
1212409,60,164,12,116,65
1212480,68,162,19,113,59
1212575,71,149,22,100,49
1212640,67,156,35,124,56
1212685,69,148,28,107,50
1213168,62,147,33,118,54
1213272,63,147,33,117,53
1213362,61,157,31,127,61
1213479,69,157,21,109,55
1213610,67,152,32,117,54
1213683,73,147,32,106,47
1213949,66,154,16,104,55
1213984,61,144,44,127,52
1213992,63,146,27,110,52
1214243,68,151,22,105,52
1214545,58,147,44,133,56
1214795,71,151,37,117,51
1214885,69,157,24,112,55
1214926,70,145,26,101,48
1214934,73,147,33,107,47
1215229,72,140,15,83,43
1215363,77,157,62,142,51
1215556,61,157,27,123,61
1215651,71,143,42,114,45
1215739,65,156,28,119,58
1215753,56,155,37,136,62
1216214,71,160,21,110,56
1216262,74,149,13,88,48
1216277,67,156,29,118,56
1216425,57,151,23,117,59
1216448,63,141,46,124,49
1216542,66,156,12,102,57
1216561,63,152,8,97,56
1216631,63,152,36,125,56
1216705,52,147,34,129,60
1216721,67,139,53,125,45
1216820,71,161,22,112,57
1216938,68,156,20,108,55
1216969,69,154,10,95,54
1217011,58,152,35,129,59
1217090,61,165,13,117,65
1217118,53,149,27,123,61
1217149,61,150,36,125,56
1217184,66,149,34,117,52
1217353,59,139,44,124,51
1217385,66,140,26,100,47
1217447,66,140,29,103,47
1217648,66,154,24,112,55
1217951,66,149,21,104,52
1217982,66,144,43,121,49
1218049,67,147,37,117,51
1218070,73,151,10,88,49
1218144,65,143,26,104,49
1218189,69,153,29,113,53
1218240,62,151,33,122,56
1218285,70,145,12,87,48
1218326,63,154,34,125,58
1218446,67,146,26,105,50
1218469,69,153,24,108,53
1218677,66,157,22,113,58
1218716,49,144,37,132,60
1218831,62,156,31,125,59
1219236,64,144,47,127,51
1219388,74,154,19,99,51
1219689,61,144,34,117,52
1219826,68,146,32,110,49
1219834,63,152,19,108,56
1220176,66,151,22,107,54
1220204,66,154,24,112,55
1220522,66,149,29,112,52
1220558,71,161,23,113,57
1220666,69,157,25,113,55
1220708,69,153,16,100,53
1220730,69,159,10,100,57
1220759,67,146,25,104,50
1220839,72,156,20,104,53
1221014,67,152,25,110,54
1221146,66,160,23,117,59
1221181,67,156,16,105,56
1221528,69,153,36,120,53
1221637,69,138,45,114,44
1221651,61,161,20,120,63
1221682,67,145,44,122,49
1221753,59,144,25,110,54
1221987,34,171,17,154,86
1221993,63,146,37,120,52
1222081,66,149,35,118,52
1222217,57,137,40,120,51
1222222,71,151,19,99,51
1222236,68,148,25,105,51
1222350,66,146,31,111,51
1222421,71,149,39,117,49
1222598,63,157,26,120,59
1222725,58,162,23,127,65
1222912,66,156,22,112,57
1223049,57,146,38,127,56
1223092,67,152,44,129,54
1223111,59,160,26,127,64
1223144,64,154,33,123,57
1223172,67,141,29,103,47
1223399,73,162,34,123,56
1223659,51,147,33,129,61
1223720,72,146,37,111,47
1223779,68,143,31,106,48
1224048,71,154,18,101,52
1224275,61,144,47,130,52
1224406,62,150,40,128,55
1224726,69,144,45,120,48
1224803,60,144,43,127,53
1224835,60,160,18,118,63
1224856,63,152,16,105,56
1224977,70,160,54,144,57
1224986,67,145,44,122,49
1225007,66,154,18,106,55
1225137,62,151,27,116,56
1225333,67,157,29,119,57
1225366,58,154,29,125,61
1225540,69,152,27,110,52
1225711,68,162,27,121,59
1225817,67,146,18,97,50
1225836,69,154,19,104,54
1225863,72,151,20,99,50
1225902,69,142,39,112,46
1226149,66,139,42,115,46
1226312,70,145,29,104,48
1226385,67,151,38,122,53
1226394,74,146,26,98,45
1226464,58,136,34,112,49
1226473,61,160,21,120,62
1226530,72,146,43,117,47
1226577,62,137,44,119,48
1226601,74,148,21,95,47
1226780,69,154,6,91,54
1226791,65,149,39,123,53
1226897,69,159,21,111,57
1227085,68,147,28,107,50
1227487,69,154,20,105,54
1227534,69,143,39,113,47
1227673,59,139,37,117,51
1227770,69,154,17,102,54
1227820,67,158,53,144,58
1228228,69,143,38,112,47
1228235,63,152,20,109,56
1228404,73,151,21,99,49
1228451,71,154,25,108,52
1228498,71,149,21,99,49
1228683,75,138,21,84,40
1228713,67,152,32,117,54
1229020,71,154,12,95,52
1229332,65,159,28,122,59
1229376,66,140,35,109,47
1229491,67,156,18,107,56
1229685,66,149,32,115,52
1229788,64,155,34,125,58
1229808,68,157,18,107,56
1229841,71,159,18,106,55
1229989,59,148,34,123,56
1229990,74,148,42,116,47
1230128,62,142,42,122,51
1230144,73,151,20,98,49
1230172,69,149,35,115,51
1230285,74,157,29,112,52
1230378,70,139,32,101,44
1230424,70,145,32,107,48
1230469,64,154,31,121,57
1230831,66,154,17,105,55
1230864,64,149,34,119,54
1231004,66,165,21,120,62
1231134,74,143,27,96,44
1231257,66,154,27,115,55
1231823,75,144,16,85,44
1231830,61,150,27,116,56
1231886,68,152,36,120,53
1232055,59,149,30,120,57
1232083,64,147,20,103,52
1232165,66,154,35,123,55
1232276,74,143,33,102,44
1232349,74,154,23,103,51
1232506,67,156,24,113,56
1232527,72,160,40,128,55
1232697,59,170,5,116,70
1232809,57,147,24,114,57
1232817,68,156,16,104,55
1232822,63,147,26,110,53
1233426,69,138,21,90,44
1233637,79,157,59,137,49
1233665,69,154,17,102,54
1233805,71,138,30,97,42
1233857,69,143,35,109,47
